userName,content,score,at
Alif Luthfi,"kenapa ya dibatasi mau setor dan tarik tunai di bank BCA, sebulan cuma 1 kali kuota",1,2025-03-28 01:06:27
Yamin ABLACK43,semoga makin bagus.dan banyak bonusnya..blu bca..untuk kawula muda.,5,2025-03-28 01:02:30
Indah Paramitha Rachman,"UI nya mantep, simpel ga ngeribetin. minusnya kadang lelet aja klo dibuka. tolong tambahin fitur Qris bayar dong, biar gampang klo belanja ke alfa",5,2025-03-28 00:17:09
Prabu yulian Samudra,bagus...,5,2025-03-27 22:16:32
Winard anto,pelayanan sangat baik,5,2025-03-27 22:05:30
Assep Sajja,bagus sangat profesional,5,2025-03-27 21:22:05
Fadli Roby,"aplikasi ini berat banget slow load sekali, coba kembangkan lagi dari sisi loadingnya",2,2025-03-27 21:19:53
Sofiatun Nashifa,SUKA BGT SMA BLUU SELALU GRATIS ADMIN XIIXIX LOVE U MORE BLU,5,2025-03-27 21:18:17
Tuyulgame E,ok,5,2025-03-27 20:13:40
Sugi Arto,Aplikasi Bagus Sekali untuk Transaksi,5,2025-03-27 20:00:57
Ajengyuli a27,mantab deh,5,2025-03-27 18:08:47
ASEP SAEPULOH,sangat mudah dan bermanfaat banget,5,2025-03-27 18:01:57
Arif Hamdani,recommended aplikasi bagus cepet cair,5,2025-03-27 17:28:25
Dzaka Dhiya,tolong diperbesar button qris nya + kurang responsif di android,5,2025-03-27 17:26:48
Ceritakita Hariini,"bagus, mudah di pahami. cuma syg tarik tunai nya masih di kasih limit 1,2. minimal bisalah 2,5 dlm 1kali tarik.",4,2025-03-27 17:21:37
Deca Gaming,"secara keseluruhan fitur mantap mudah digunakan, TAPI KEKURANGANNYA aplikasinya lemot banget kalo mau buka fitur/login kalo udah ada kubus muter tulisan blu dah dag dig dug bakal berhasil apa engga nich, semoga bisa segera diperbaiki untuk ke efisienan penggunaan aplikasi dalam bertransaksi #salamhangatpenggunablu",3,2025-03-27 16:57:28
Katijah,bagus,5,2025-03-27 15:38:06
Puspito Nugroho,good. must be better from before!,5,2025-03-27 15:13:58
Sio Kemiren,mudah buat bisnis,5,2025-03-27 14:35:50
ria delima,"maaf ya ngasih bintang 2...karna anakku uangnya hilang 1,5 diaplikasi ini...sudah hub ccnya...tapi sampe sekarang blm ada kejelasan...",2,2025-03-27 14:09:11
Ade Maulana,verifikasi anaknya bertele2 susah dihubungin juga... asli ngeselin,1,2025-03-27 13:25:55
Sigit P.,boljug bre,5,2025-03-27 13:16:52
Hazmy Edu,"Batal buat rekening karena saat Video Call suara kecil, dan saat meminta diulang pertanyaan nya malah tlp disudahi, diminta pasang headset dulu sebelum tlp",1,2025-03-27 09:30:43
Mulia,aflikasi yg amat sangat susah di akses.mana sering nlponin.kek afk pinjol,2,2025-03-27 07:42:50
Rizki S Hamdani,"Perbaiki pelayanan waktu buka rekening,CS nya kurang ramah,aplikasinya agak berat di banding yg lain",1,2025-03-27 07:39:50
evi rumpoko,knp blu account nya ga bs ditf dr bank lain ya...gagal terus,5,2025-03-27 07:27:13
Alfan Maulana Akbar,"Menurut saya, blu jadi bank digital paling keren nomer satu 🙌🏻",5,2025-03-27 05:23:42
Ihdal Rusnayain,"Aplikasi sejak ditambah menu macam-macam sekarang jadi berat, gak user friendly lagi . Sinyal bagus hape saya Vivo V27 5G hape spek flagship ini tapi tetap aja gak bisa buka APK . Tolong update selanjutnya agar diperbaiki.",1,2025-03-27 05:12:40
Den Mpo,"mau buat dan daftra, ada screen lock (gak ngerti) di hp ku gak fasilitas itu, kenapa ga di buat model pin atau yg lain saja ya..",1,2025-03-27 03:46:51
Made Selalu Bahagia,"Menarik lamcar jaya aplikasi nya, BLU BCA, smoga dpt rejeki makasih",5,2025-03-27 03:39:44
Dan Zi,"lama bgt verifnya, ditunggu antrian ratusan pas gilirannya blank item doang selama 15 menit ditunggu, gatau itu ada cs nya ga, kyk dipermainkan wkwk kalo belum gilirannya, lebih baik jujur saja kita yg nunggun ini di antrian ke berapa.",4,2025-03-27 03:19:01
bangman 88,"Transfer berhasil, tp gk masuk. cs dihub suruh tanya penerima. Gak pantas Blu sama BCA jelek-jelikin nama BCA",1,2025-03-27 02:49:15
Eka Hajjam,Kok Lemot Yaaa,3,2025-03-26 20:30:17
Oliviaa Nurahmaa,"apknya lemot bgt, buat masuk aja susah. klo lagi terburu buru buat bayar pake qris lamanya minta ampun keburu ngantri panjang 🥴",3,2025-03-26 17:17:07
Al Hijrah,ok,5,2025-03-26 16:23:16
Sheila Daya,mendadak aplikasinya ga bisa dibuka.. kenapa ya 😭,3,2025-03-26 16:19:03
Djabrik wong ndeso,Pengenalan wajah susah,1,2025-03-26 16:14:34
Shabar Barbermans,sangat bagus ..,5,2025-03-26 14:42:12
Monica,gila lemot banget kalo mau buka aplikasi aja harus nunggu dan bug Mulu keberatan aplikasi,1,2025-03-26 10:31:39
Sasamellia Putriria,sanggat menyukai,5,2025-03-26 09:45:30
Mayasari,"bagus sukaa tp kenapa ga bisa dibuka hari inii ,",5,2025-03-26 04:02:50
Beby Rina,top bgt,5,2025-03-26 02:37:34
A Sunrise,"bjir gak bisa verifikasi wajah, terlalu berat aplikasinya, jadi kehabisan waktu, capek ngulang mulu, mending bca mobile mudah",1,2025-03-26 02:09:41
Adzkiya Qurrota,"Mo donlod ga jadi karena ribet harus aktipkan screenlock,dah berkali2 coba ga bisa,padahal dulu pernah punya, bikin aplikasi ga Usah ribet dong cukup pin aja.",1,2025-03-25 22:30:14
Fahira Nurhaliza,aneh sekarang gabisa top up shopee pay,3,2025-03-25 17:44:04
Ade Firmansyah,klu no hp ny sdh ngk aktif lg gmna y sy bs login ke akun sy kmbali,5,2025-03-25 17:27:44
Tianse Lasula,Keseluruhan sudah bagus... cuma aplikasinya masih lelet sekali,5,2025-03-25 17:21:39
mentari gongju,jelek banget gak bisa masuk,1,2025-03-25 15:20:41
Arswendo Pranata,aplikasi keuangan yang sangat baguss,5,2025-03-25 15:14:49
Riyan Alfian,simpel dan mantap,5,2025-03-25 12:44:09
mama papa,tappp mantapp,5,2025-03-25 12:38:34
Aden,Kenapa tarik Tunai di ATM BCA yg ada di Indomaret dikenakan biyaya 7.500?,3,2025-03-25 12:34:13
Muhammad Dava Wardhana,"Suka sih transaksi pakai aplikasi Blu by BCA, cuma ada kekurangan fitur buat menampilkan QR Code untuk pembayaran belom ada,adanya cuma untuk menerima dana, yang mungkin aku belum tau fiturnya ada atau engga,soalnya aku cari ya ga ada...mudahan ada update sih kalo memang ga ada,biar ga bingung waktu pembayaran ke Supermarket...",3,2025-03-25 11:34:42
Zyan Malik,saya aktivasi belum d proses lama sekali,2,2025-03-25 10:33:14
Gita Agustina,"aplikasi lola, mohon aplikasinya di tingkatkan lagi",5,2025-03-25 07:46:39
Henry T.D.,"bca ok lah, sebagai bank digital ada kuota gratis transfer biar gak kalah dgn yg lain, gak hrs banyak tapi ada, soal keamanan gak usah di ragukan lagi, the best lah",5,2025-03-25 05:50:38
rezaibet 2525,"pegel banget pegang hp gagal mulu memindai wajah. ribet daftar juga udah pindah ke lokasi terang, ke lokasi agak gelap ttep aja gagal.",1,2025-03-25 05:49:33
Slamet Eko Rasmanto,👍👍👍,5,2025-03-25 04:47:12
Mujangga,Aplikasi nge stuck gabisa dibuka! Kocak,1,2025-03-25 03:46:04
RIYAN RAFA,Tolong aplikasinya diperkecil kak biar tidak lag saat membuka blue 🙏,5,2025-03-25 02:06:30
ahmd Irfn,"Saya merasa aplikasinya berat, kurang cepat dan kalo bisa dibuat lebih user frendly lagi. loadingnya dikurangi, fiturnya di buat lebih mudah dan simpel",3,2025-03-25 01:39:51
riki krisdianto,"bca selalu jadi pilihan yg terbaik, nabung tanpa takut resiko, nyaman bgt pake blue bca",5,2025-03-25 01:21:06
Echa Raisha Cikita Nadira,"tolong ya... saya kan udah registrasi berhasil, tapi saya kan video call sama tim blu, tapi masalahnya kenapa perkara tentang nama ibu kandung, sudah jelas-jelas ya itu bener... tapi kenapa minta dibaca baik-baik dan kenapa? jadi tolong ya jangan dipersulitkan saya dong.. jadi tolong kedepannya tuh yang baik lagi",4,2025-03-24 17:59:00
1998 MRGN,"Lumayan bagus, MINUSNYA CUMA GAK BISA MENERIMA SALDO PAYPAL KE BLU. padahal mirip seperti Jago atau Jenius. semoga cepat ditingkatkan lagi bisa menerima saldo dari Paypal",4,2025-03-24 17:31:34
Rafa Rifki,pakai Blu sangat membantu,4,2025-03-24 15:52:05
Jusuf Dadiara,oke,5,2025-03-24 12:20:23
Novia Nureka,"ini kenapa sih, mau buka aplikasinya gabisa2 masuk sama sekali",1,2025-03-24 09:00:58
Daeng Hamsah,The Best,5,2025-03-24 06:46:45
veyvey,shopepay nya ilang kenapa di ilanginnn😡😡😡😡,3,2025-03-24 05:57:00
Mahyu Herdi,"Nyaman, dan adil serta transparan, saya suka bank digital yg satu ini💯",5,2025-03-24 04:36:09
mustaqim teguh,ok,5,2025-03-24 04:31:44
Abahabahriki Abahabahriki,Alhamdulillah sangat baik dan cepat transaksinya,5,2025-03-24 04:27:22
Ozi Banten,apk blu saya kok loading terus ya. sudah di upgrade tapi masih ga bisa . mentok dibtampilan awal,4,2025-03-24 03:55:58
Najib,Bank digital BCA yang menurut saya baik,5,2025-03-24 03:44:30
Cahya Rahma,kenapa ya saat saya buka apk blu harus daftar ulang padahal saya udh lama pakai blu dan saldo yg ada di blue bagaimana,2,2025-03-24 03:03:15
Siti Aida,sangat happy,5,2025-03-23 23:08:11
Samuel Kalinanas,Nama bank apa kok Ada blu atau bca,1,2025-03-23 20:58:13
rudi mirdal,"transfer keluar dan masuk transaksi lancar , terus pertahankan kualitasnya yah blu 💪💪💪",5,2025-03-23 20:57:29
Romlah Catering,"sangat baik, puas cukup membantu fitur2 lengkap bisa mengedukasi pengolahan keuangan",5,2025-03-23 14:55:56
SANTO,error terus lama gak bisa kebuka aplikasinya..gmn tuh. sampe cape nunggunya padahal dah update juga.,2,2025-03-23 13:57:45
Ling ling Kertasemaya18,"Overall sangat puas,tp knapa ni min kok g bisa top up shopee,pdhl tadinya bisa lo",5,2025-03-23 13:09:53
bam Abdillah,Semoga dapat di percaya Sistem Login Hingga Penggunaan nyA Terimakasih,5,2025-03-23 12:51:32
Nasution Vorobyef,"nama aja digital, tpi pas buka rekening harus nunjukin SK kerja/SK Domisili, sama dgn nol. lebih mudah buka bca biasa ga perlu nunjukin surat² diatas, kalo buka rekening msih nunjukin surat diatas mending apus aja tu kalimat digital di aplikasi! cs nya jg kurang baik nangani komplinan pas vc!",1,2025-03-23 11:02:58
Yennita Yenuu,bagus bgt,5,2025-03-23 07:12:55
imas saeroh,bagus banget,5,2025-03-23 04:53:20
Strawberry Rainbow,sambungan putus mulu. mau transaksi jd gak bs,1,2025-03-23 04:24:14
Rizky triyanuar Putra,"jelek , suka ada gangguan gak bisa masuk .",1,2025-03-23 04:20:29
Iqbal Maulana,hampir tiap minggu aplikasi error mulu dah padahal tiap kali ada update selalu di update mau transaksi jadi keganggu,3,2025-03-23 04:20:14
Yogi 1201,lemooooooottttt..... bisa gak IT lu kerja yang bener,1,2025-03-23 03:38:37
Farel Mico,"saat di perlukan gk bisa di buka aplikasinya,tlong sistem di perbaiki mau nyimpen uang byk byk jd ngeri",2,2025-03-23 03:12:53
Ceng Iin,berat banget apknya,4,2025-03-23 00:27:37
PakLong Bob,"aplokasinya lambat, kalah sama aplikasi bank digital sebelah, perbaikilah supaya bagus",3,2025-03-23 00:27:15
Bunda Bee,sangat mudah,5,2025-03-22 21:20:54
Rio Leonard,very helpfully and easy,5,2025-03-22 18:19:57
Candra Ardi,terbaik,5,2025-03-22 18:01:46
kartika sari,"dulu enak bisa top up Shopeepay gratis, sekarang gabisa",1,2025-03-22 16:23:46
Ratnadiajeng Lawang,blu terbaik,5,2025-03-22 14:55:10
nofi bintiawati,respon nya baik dan solutif saat saya sampaikan komplain via halo bca,5,2025-03-22 11:02:28
Tini Rustini,sangat mudah,5,2025-03-22 09:38:31
DindaA'inunAfithakul Jannah,"mudah cepat,TF semua bank no admin",5,2025-03-22 07:20:11
ZR,Coba FORTFOLI saham adakan dimenu investasi. dan juga bisa beli langsung dari menu investasi (FORTFOLI) makin kereennn.,3,2025-03-21 14:37:15
Rizal 2602,aplikasi nya berat setiap dibuka tidak responsif. kalah sama aplikasi bank digital lain yg sudah satset,3,2025-03-21 14:18:35
Hendra Hidayat,tabungan dan masa depan kami,5,2025-03-21 14:04:23
Tina Doremi,"sangat mudah digunakan, bagus sekali aplikasinya, memudahkan.",5,2025-03-21 14:01:03
Christanto Suidale,saya pengguna baru...kenapa org lain mencoba login ke akun saya.....apakah akun saya mau di ambil orang lain....waduh berbahaya sekali,1,2025-03-21 10:50:39
Yatialwi 04,loading lamaa,1,2025-03-21 10:02:08
WISNU GYAN,ini blu kenapa ga bisa di buka ya,4,2025-03-21 08:06:42
Aldi Ansyah,"tolong aplikasiny di buat lebih smooth dan responsif, loadingnya terlalu lama",3,2025-03-21 08:05:13
54E COOL SERVICE,tambahin fitur dark mode. jadi nyaman di mata.,4,2025-03-21 07:37:45
Wahyu Imam Subekti,"awal awal aplikasinya bagus , tapi bulan Maret ini sering la loadingnya mentok di logo kenapa ya min blu?",4,2025-03-21 04:59:05
Nantha Faathir,"Sangat rekomendasi, menyenangkan penggunaannya..",5,2025-03-21 03:37:41
Ipung Ratih Dewati,cepat tanpa ribet aman sangat membantu,5,2025-03-21 03:34:01
Leaky Cauldron,"pembukaan rekening ribet banget jir, kirain langsung jadi.mana CSnya mukanya jutek mulu keliatan",1,2025-03-21 03:30:31
Fauzi Kurniadi,"tolong dong di perbarui lagi, aplikasi sangat lemot berat tidak stabil. terima kasih",2,2025-03-20 23:56:03
Wisnu Darmawan,"aplikasi blu sekarang sudah cukup bagus dan simple cuma saran saya untuk rekening blu bisnis tambahkan pembuatan qris merchant toko seperti BCA merchant ,karena menurut saya tidak ada fitur perbedaan antara blu bisnis & blu account regular. untuk blu account regular tambahkan qris generator untuk pembayaran di retail seperti indomaret / alfamart. masa kalah fitur dengan aplikasi ewallet dana / gopay.",4,2025-03-20 20:48:26
Jhonatan Algarve,verifikasi susah najis,1,2025-03-20 17:41:22
Singgih Agung,saya sudah download tapi saya hapus lagi. karena ga bisa masuk aplikasi. minta di aktifkan screen lock. tapi tetep aja ga kebuka aplikasinya. stuck di awal. ga ngerti tolong di jawab min,1,2025-03-20 16:05:35
DASYA CHANNEL,kadang berat aplikasinya kebuka,3,2025-03-20 14:35:54
Kholid Frohman,Ok,4,2025-03-20 12:59:03
eric bramasta,always be the best,5,2025-03-20 12:09:16
Dei 21,enak di pakainya ga ribet,5,2025-03-20 12:02:27
Admin,keren.. aplikasi sangat terbantu,5,2025-03-20 09:27:37
dewa andik,Pembayaran via shoppe kenapa dihapus?,3,2025-03-20 06:58:34
Dhifan Dwi Raziqin,"gausah kebanyakan UI/UX nya dibuat secara minimalis aja demi kelancaran saat menggunakan aplikasi atau saat melakukan transaksi, soalnya ga secepat bca mobile",5,2025-03-20 05:56:45
silva octaviani,good job 😍,5,2025-03-20 05:39:36
Ami Fahmi,"spam email penawaran bluextracash pas di ajukan di tolak apk gak jelas uninstal saja jangan buang buang data lebih baik pakai DANA , GOPAY dll",1,2025-03-20 03:57:12
Anis Khairunnisa,"Hard complain saya didengar, saya udah nyaman banget pake blu, gamau beralih ke yg lain. Untungnya udah bisa pake lagi😃",5,2025-03-19 21:48:03
evan lontoh,aplikasi kurang responsif,4,2025-03-19 16:37:22
aldi harahap,good,5,2025-03-19 14:46:57
Muslih Kateng,baik cukup mudah,5,2025-03-19 14:22:17
Eko Setiawan,"Tampilan home kurang simple, harusnya Qris, transfer hanya 1 klik, Saldo di portofolio perlu di tampilkan di home atau minimal perpindahan tab lebih simple.",3,2025-03-19 13:05:29
Erora,"Makin kesini makin ngelag (berat aplikasinya), padahal pakai blu dari 2021 kendala dari awal sampe sekarang pas buka aplikasi terasa berat banget, padahal buka aplikasi gede lainnya lancar :(",2,2025-03-19 11:59:53
Bima,kecewa banget abis transaksi transfer ke bca dri blu by bca ini udh berhasil tapi saldo gak masuk ke penerima,1,2025-03-19 09:21:53
Eriz Eka,"Sangat lambat ... dan sering error transfer ... status sudah berhasil, saldo sudah terpotong tapi tidak masuk ke rekening penerima . sangat mengganggu sekali & merugikan sekali .",1,2025-03-19 07:57:34
Turva Story,"Kadang kalau tengah malam suka gak bisa dipakai, atau suka tiba2 gak bisa bayar pake va. Tapi sejauh ini ok",4,2025-03-19 07:02:59
jatna paisley,"Butuh di perbaiki lagi, soalnya aplikadi ini lemot. Mungkin di bagian animasi blu yang berbentuk box di hilangkan saja, karna lumayam berat.",4,2025-03-19 06:00:29
Nur Komariyah,"sejauh ini baik² aja gak ada kendala apapun, tapi kenapa ya? setelah di update kalo mau transaksi sambung terputus terus padahal sinyal lancar mohon diperbaiki kak",4,2025-03-19 03:00:22
Zainal Aqim,verifikasi wajahnya ribet,2,2025-03-18 22:39:55
ERBEA WEBird,Gokil,5,2025-03-18 18:26:16
Agung Sonjaya,"UI BERAT! MAU INPUT VA GAK BISA GARA2 BUG, PAYAH!",1,2025-03-18 17:13:16
Rais Malik,"saya suka pakai blu, tapi lemot nya ini sudah keterlaluan. setiap buka aplikasi harus muter2 dulu. bisa kali keliling ka'bah baru kelar tuh lemot",1,2025-03-18 12:59:32
Antoni Toni,"Oke si apk nya, tapi ko agak lemot. beda ma apk yg lain.tolong diperbaiki lg,",3,2025-03-18 12:23:10
Mochamad Sabeli salam,Ok,5,2025-03-18 11:46:27
vestal ganis ravani,bagus bgt 👍,5,2025-03-18 11:01:04
Markus Daur Jangku,Sangat bagus,5,2025-03-18 09:35:52
ade hidayat,"suruh tambah saldo di blu tapi ,setoran gratis di ATM BCA nya di batasi . trus nambah saldo nya dari mana ? transfer dari BCA juga berbayar sekarang . bisa bisa pindah ke yang lain nih",4,2025-03-18 07:35:58
akbrfjrrhm14,amit amit ih lemot NAJIS . fitur fitur yang gak penting tuh buang aja . gak ke pake ini aplikasi kalau lagi terburu buru . yang ada bikin kesel .,1,2025-03-18 07:24:19
jo Mbi,pendaftaran dipersulit saat video call language di matikan,1,2025-03-18 06:32:28
Semmy Zega,Kalau bisa dipersulit kenapa harus dipermudah?,1,2025-03-18 02:48:25
Ary Hidayat,"Nyoba daftar dan udah masukin no hp yg benar, malah otp nya ga dikirim-kirim",3,2025-03-18 01:36:50
Nazwa Azahra,PUAS BNGET PKOK NYA,5,2025-03-18 01:23:20
juli miss,sudah oke bisa nih untuk transfer free nya ditambah kuotanya,5,2025-03-18 00:44:09
adi setyawan,saya install aplikasi blue bca di hp yg lain tetapi hp tersebut telah rusak dan tdk bisa diperbaiki... dan saat saya akan instal ulang aplikasi blue bca di hp baru tdk bisa download aplikasinya di play store.. mengapa?,4,2025-03-17 23:14:11
Sah Habsah,"Kenapa skrg transfer dari BCA ke Blu malah kena biaya, padahal dulu bebas biaya untuk TF dari BCA ke Blu. Udah gitu Blu cuma gratis setor tunai dari ATM cuma 1x Coba yuk dikasih bebas biaya setor tunai dari ATM, biar lebih gampang dan bisa pake blu terus untuk transaksi.",2,2025-03-17 22:49:33
IVANX SYKES,Udah bagus tapi maintenance mulu kalo malm mau tf,1,2025-03-17 22:03:40
Agus Suryanto,"sering banget optimalisasi layanan, di saat aplikasi mau di gunakan, bentar bentar update, mending update klu gx lemot, malah makin lemot, tarik tunai di ATM BCA kena biaya, transfer sama BCA juga kadang kena biaya, mending MyBCA, sama m-BCA,",1,2025-03-17 21:13:56
Arhsinta Kirania,Sudah susah susah buat eh malah gagal tolong hapus data saya di aplikasi ini kalau ada yang pakai data saya saya gak bertanggung jawab sepenuh nya,1,2025-03-17 20:55:25
Nishfu Amelia,"bagus, cmn buat tf shopepay blm ada ya?",4,2025-03-17 18:16:12
Fhidia Sari,"saat pembukaan rekening online, butuh pencocokan kan di akhir oleh petugas. petugas yg konfirmasi ulang data (via vc) tidak ramah. lebih ramah dari bank sebelah. ini jutek, judes, nada nukik meninggi. setelah sini ganti nada jutek, sana baru santai nadanya. minimal kek lain, ""selamat pagi/siang/sore bapak/ibu. saya xxxx selaku xxxxx akan xxxxx. baik, untuk balabalabalaaaa"".",1,2025-03-17 16:10:53
dimas randika,Knapa setiap mau pembayaran virtual account selalu salah padahal sudah benar???,1,2025-03-17 13:06:48
ANDAR SERVIS elektronika,mantull,5,2025-03-17 12:26:26
Erna Soraya,puas.. tp top up shopeepay ny LG ga ada.. Adain segera y mind..,5,2025-03-17 12:23:30
Fatkhur Rozi,Saran untuk opsi setor tunainya agar bisa seperti m-Bca dimana saat ada opsi setor lagi apa ndak jadi g harus minta kode lagi di apk,3,2025-03-17 10:14:33
